id,link,position,heuristic,human,raw_data
719037,https://zbmath.org/?q=an%3A05600060,41,false,false,"Dijkgraaf R., Witten E.: Mean field theory, topological field theory, and multimatrix models. Nucl. Phys. B 342, 486--522 (1990)"
6978732,https://zbmath.org/?q=an%3A06045911,4,false,false,"Fingleton, B.: A generalized method of moments estimator for a spatial model with moving average errors, with application to real estate prices, Empirical economics 34, No. 1, 35-57 (2008)"
2834793,https://zbmath.org/?q=an%3A00579245,4,false,false,"Ibragimov IA, Has'minski RZ (1987) Statistical Estimation. Asymptotic Theory, Springer-Verlag"
2834931,https://zbmath.org/?q=an%3A00711361,13,false,false,"Newton, M.A., Czado, C. and Chappell, R. (1993) Semiparametric Bayesian Inference for Binary Regression. submitted."
7153712,https://zbmath.org/?q=an%3A05552976,22,false,false,"Meyer, C. D.: Matrix analysis and applied linear algebra, (2000)"
4559958,https://zbmath.org/?q=an%3A06050433,8,false,false,"Matlab. version 7.11.0 (R2010b): The MathWorks Inc., Natick, Massachusetts (2010)"
281255,https://zbmath.org/?q=an%3A04129683,2,false,false,"Duistermaat, J. J.: On the existence of global action-angle variables. Commun. Pure Appl. Math.33, 687-706 (1980)"
7048432,https://zbmath.org/?q=an%3A05930116,3,false,false,"Agarwal; Sarkis, J.: A review and analysis of comparative performance studies on functional and cellular manufacturing layouts, Comput. ind. Eng. 34, No. 1, 77-89 (1998)"
102724,https://zbmath.org/?q=an%3A00687660,25,false,false,"J. Serrin. Mathematical principles of classical fluid dynamics. Handbuch der Physik, Springer Verlag, VIII/1 (1959), 125-263."
33074522,https://zbmath.org/?q=an%3A07012146,33,false,false,"Ye, X. D., Global adaptive control of nonlinearly parameterized systems, IEEE Transactions on Automatic Control, 48, 1, 169-173, (2003)"
2465785,https://zbmath.org/?q=an%3A00711737,8,false,false,"Fischhoff, B., and L. Furby. (1988). ?Measuring Values: A Conceptual Framework for Interpreting Transactions with Special Reference to Contingent Valuation of Visibility,?Journal of Risk and Uncertainty 1, 147-84."
2465786,https://zbmath.org/?q=an%3A00711737,9,false,false,"Hanemann, W.M. (1991). ?Willingness to Pay and Willingness to Accept: How Much Can They Differ??American Economic Review 81, 635-47"
2465789,https://zbmath.org/?q=an%3A00711737,12,false,false,"Kahneman, D., and A. Tversky. (1979). ?Prospect Theory: An Analysis of Decision-making Under Risk,?Econometrica 47, 263-291."
700298,https://zbmath.org/?q=an%3A00922386,6,false,false,"Semenov-Tyan-Shansky, M. A.: What is classical R-matrix? Funct. Anal. Appl. 17 (17) (1983), 259-272."
700300,https://zbmath.org/?q=an%3A00922386,8,false,false,"Drinfeld, V. G.: Quantum groups, in Proc. ICM86, volume 1, Berkeley 1 (1987), 798-820."
3428098,https://zbmath.org/?q=an%3A05162293,23,false,false,"Garrett S (2004) Parameter-free, adaptive clonal selection. In Congress on evolutionary computing, CEC. IEEE"
700301,https://zbmath.org/?q=an%3A00922386,9,false,false,"Sklyanin, E. K.: Some algebraic structure connected with the Yang-Baxter equation, Funct. Anal. Appl. 17 (1982), 263-270."
700340,https://zbmath.org/?q=an%3A00922390,5,false,false,"Enss, V. and Simon, B.: Finite total cross-sections in nonrelativistic quantum mechanics, Comm. Math. Phys 76 (1980), 177-209."
3428048,https://zbmath.org/?q=an%3A05118497,2,false,false,"Braich RS, Chelyapov N, Johnson C, Rothemund PWK, and Adleman L (2002) Solution of a 20-Variable 3-SAT problem on a DNA computer. Science 296: 499--502"
7336996,https://zbmath.org/?q=an%3A05950404,19,false,false,"Zhu, Q.; Ishitobi, M.: Chaotic vibration of a nonlinear full-vehicle model, Int J solids struct 43, 747-759 (2006)"
213783,https://zbmath.org/?q=an%3A00694959,3,false,false,"Brink, L., Divecchia, P., Howe, P.: Phys. Lett. B65, 471 (1976)"
4433562,https://zbmath.org/?q=an%3A06112974,18,false,false,"Gupta, A., Krishnaswamy, R., Molinaro, M., Ravi, R.: Approximation algorithms for correlated knapsacks and non-martingale bandits. CoRR, abs/1102.3749 (2011)"
213814,https://zbmath.org/?q=an%3A00694959,34,false,false,"Wilson, K.G.: Phys. Rev.10, 2445 (1974)"
213786,https://zbmath.org/?q=an%3A00694959,6,false,false,"Deser, S., Zumino, B.: Phys. Lett. B65, 369 (1976)"
213787,https://zbmath.org/?q=an%3A00694959,7,false,false,"Dowker, J.S.: Phys. Rev. D36, 620 (1987)."
213789,https://zbmath.org/?q=an%3A00694959,9,false,false,"Durhuus, B., Nielsen, H.B., Olesen, P. Petersen, J.L.: Nucl. Phys. B196, 498 (1982)"
213790,https://zbmath.org/?q=an%3A00694959,10,false,false,"Durhuus, B., Olesen, P., Petersen, J.L.: Nucl. Phys. B201, 176 (1982)"
213791,https://zbmath.org/?q=an%3A00694959,11,false,false,"Goto, T.: Prog. Theor. Phys.46, 1560 (1971)"
213792,https://zbmath.org/?q=an%3A00694959,12,false,false,"Hawkings, S.W.: Commun. Math. Phys.55, 133 (1977)"
213793,https://zbmath.org/?q=an%3A00694959,13,false,false,"'t Hooft, G.: Nucl. Phys. B72, 461 (1973)"
213795,https://zbmath.org/?q=an%3A00694959,15,false,false,"Itzykson, C., Luck, J.-M.: J. Phys. A19 211 (1986)"
213796,https://zbmath.org/?q=an%3A00694959,16,false,false,"Itzykson, C., Zuber, J.-B.: Nucl. Phys. B275, 580 (1986)"
213799,https://zbmath.org/?q=an%3A00694959,19,false,false,"McKean, H.P., Singer, I.M.: J. Diff. Geometry1, 43 (1967)"
213801,https://zbmath.org/?q=an%3A00694959,21,false,false,"Nambu, Y.: In: Symmetries and the Quark Model. Chandler, R. (ed.) New York: Gordon and Breach 1970"
213802,https://zbmath.org/?q=an%3A00694959,22,false,false,"Nambu, Y.: Lectures at Copenhagen Summer Symposium (1970)"
213803,https://zbmath.org/?q=an%3A00694959,23,false,false,"Nielsen, H.B.: 15th Int. Conf. on High Energy Physics, Kiev (1970)"
213804,https://zbmath.org/?q=an%3A00694959,24,false,false,"Nielsen, H.B., Olesen, P.: Nucl. Phys. B61, 45 (1973)"
213806,https://zbmath.org/?q=an%3A00694959,26,false,false,"Parisi, G.: Statistical Field Theory, Reading, MA: Addison-Wesley 1988"
213816,https://zbmath.org/?q=an%3A00694960,2,false,false,"Figueroa-O'Farrill, J.M., Mas, J., Ramos, E.: Rep. Math. Phys.3, 479 (1991)"
213817,https://zbmath.org/?q=an%3A00694960,3,false,false,"Mulase, M.: J. Diff. Geometry34, 651 (1991)"
213822,https://zbmath.org/?q=an%3A00694960,8,false,false,"Figueroa-O'Farrill, J.M., Ramos, E.: hep-th/9211036, Lett. Math. Phys.27, 223 (1993)"
4819087,https://zbmath.org/?q=an%3A05624531,37,false,false,""
6284423,https://zbmath.org/?q=an%3A05532864,11,false,false,"Feldman, Norman: Axiomatization of polynomial substitution algebras, Journal of symbolic logic 47, No. 3, 481-492 (1982)"
4819088,https://zbmath.org/?q=an%3A05624531,38,false,false,""
10877895,https://zbmath.org/?q=an%3A03934839,11,false,false,"Schuster, P.; Sigmund, K.; Hofbauer, J.; Wolf, R.: Selfregulation of behaviour in animal societies, II.. Biol. cybernet. 40, 9-15 (1981)"
1333623,https://zbmath.org/?q=an%3A03854918,14,false,false,"LaSalle, J., andLefschetz, S.,Stability by Lyapunov's Direct Method with Applications, Academic Press, New York, New York, 1961."
7068904,https://zbmath.org/?q=an%3A06058860,23,false,false,"Bggs, N. L.; Lloyd, E. K.; Wilson, R. J.: Graph theory, (1976)"
6290513,https://zbmath.org/?q=an%3A05798136,21,false,false,"Kuo, W. H.; Yang, D. L.: Parallel-machine scheduling with time dependent processing times, Theoretical computer science 393, 204-210 (2008)"
4060064,https://zbmath.org/?q=an%3A06141044,28,false,false,"Villas da Rocha, J.F., Wang, A.: Class. Quantum Grav. 17, 2589 (2000)"
4058076,https://zbmath.org/?q=an%3A06111265,10,false,false,"Nelson, W., Wilson-Ewing, E.: Pre-Big-Bang Cosmology and Circles in the Cosmic Microwave Background (2011). arXiv:1104.3688"
5203997,https://zbmath.org/?q=an%3A05916768,23,false,false,"Rabinowitz P H. Minimax Methods in Critical Point Theory with Applications to Differential Equations. Regional Conference Series in Mathematics, No. 65. Providence, RI: American Mathematical Society, 1986"
1333639,https://zbmath.org/?q=an%3A03860972,9,false,false,"Haug, E. J., andArora, J. S.,Applied Optimal Design, Wiley (Interscience), New York, New York, 1979."
8577223,https://zbmath.org/?q=an%3A06244198,135,false,false,"Spearman, T. D.: William rowan Hamilton 1805-1865, Proceedings of the royal irish Academy section A: mathematical and physical sciences 95A, 1-12 (1995)"
1333642,https://zbmath.org/?q=an%3A03860972,12,false,false,"Vainberg, M. M.,Variational Methods for the Investigation of Nonlinear Operators, Holden-Day, San Francisco, California, 1963."
6302804,https://zbmath.org/?q=an%3A06062392,14,false,false,"Albert, G. E.: A note on quasi-metric spaces, Bull. amer. Math. soc. 47, 479-482 (1941)"
10068330,https://zbmath.org/?q=an%3A06392134,13,false,false,"Ha, J.; Lee, S.: Coefficient constancy test in AR-ARCH models, Statistics and probability letters 57, 65-67 (2002)"
1627065,https://zbmath.org/?q=an%3A03684121,4,false,false,"John, F.: Blow-up of Solutions of Nonlinear Wave Equations in Three Space Dimensions. Manuscripta Math.28, 235-268 (1979)"
9137768,https://zbmath.org/?q=an%3A03534577,2,false,false,"M. Tanaka: On the number of prime factors of integers. Jap. J. Math., 25, 1-20 (1955)."
1627070,https://zbmath.org/?q=an%3A03684121,9,false,false,"Strauss, W.A.: Everywhere defined wave operators (In: Nonlinear Evolution Equations M.G. Crandall, ed.), Proceedings of a Symposium (Madison 1977), pp. 85-102. New York-San Francisco-London: Academic Press 1978"
10059717,https://zbmath.org/?q=an%3A06400838,8,false,false,"El Karoui, N.; Peng, S.; Quenez, M.: Backward sdes in finance, Math. finance 7, No. 1, 1-71 (1997)"
6302805,https://zbmath.org/?q=an%3A06062392,15,false,false,"Willard, S.: General topology, (1970)"
15472521,https://zbmath.org/?q=an%3A00798427,30,false,false,"Duff, M. J.; Lu, J. X.: String/fivebrane duality, loop expansions and the cosmological constant. Nucl. phys. B 357, 534 (1991)"
6306696,https://zbmath.org/?q=an%3A05791174,21,false,false,"Reni, M.; Zimmermann, B.: Extending finite group actions from surfaces to handlebodies, Proc. amer. Math. soc. 124, No. 9, 2877-2887 (1996)"
254222,https://zbmath.org/?q=an%3A03844760,13,false,false,"Simon, B.: Kotani theory for one dimensional stochastic Jacobi matrices. Commun. Math. Phys.89, 227-234 (1983)"
5249620,https://zbmath.org/?q=an%3A06123650,13,false,false,"Marchuk, G.I., Ciarlet, P.G., Lions, J.L. (eds.): Handbook of Numerical Analysis, pp. 197--201, I. North-Holland, Amsterdam (1990)"
7087998,https://zbmath.org/?q=an%3A05541443,23,false,false,"Wong, D. F.; Liu, C. L.: Floorplan design of VLSI circuits, Algorithmica 4, 263-291 (1989)"
5249621,https://zbmath.org/?q=an%3A06123650,14,false,false,"Madsen, N.K.: The method of lines for the numerical solution of partial differential equations. Lawrence Livermore Lab (2003)"
20265015,https://zbmath.org/?q=an%3A00005102,11,false,false,"J. Baziw and C. T. Leondes, ?In-flight alignment and calibration of inertial measurement units,? IEEE Trans. Aerospace and Electronic Syst.,AES-8, No. 4, 439?449 (1972)."
9141318,https://zbmath.org/?q=an%3A03304967,5,false,false,T. Tamura: Theory of operations on binary relations (to appear in Trans. Amer. Math. Soc).
7088658,https://zbmath.org/?q=an%3A06119414,42,false,false,"Rungsuriyawiboon, S.; Stefanou, S. E.: Dynamic efficiency estimation: an application to US electric utilities, Journal of business and economic statistics 25, 226-238 (2007)"
9141551,https://zbmath.org/?q=an%3A03199158,1,false,false,"H. Tanabe: On the equations of evolution in a Banach space, Osaka Math. Jour., 12, 363-376 (1960)."
20265093,https://zbmath.org/?q=an%3A04206465,21,false,false,"V. M. Nazarenko, ?Axisymmetric problem of fracture mechanics of materials under compression along a periodic system of parallel cracks (unequal roots),? Trans. 11th Sci. Conf. Young Scientists of Mechanics Institute, Ukrainian Academy of Sciences [in Russian], Kiev, VINITJ Dep. No. 5507-B86 (July 28, 1986), pp. 154?161."
1197269,https://zbmath.org/?q=an%3A03907197,1,false,false,"V. A. Khatskevich, Funkts. Anal. Prilozhen.,12, No. 1, pp. 88-89 (1978)."
1197270,https://zbmath.org/?q=an%3A03907197,2,false,false,"T. Ya. Azizov and S. A. Khoroshavin, Funkts. Anal. Prilozhen.,14, No. 4, 1-7 (1980)."
1197271,https://zbmath.org/?q=an%3A03907197,3,false,false,"A. V. Sobolev and V. A. Khatskevich, Funkts. Anal. Prilozhen.,15, No. 1, 84-85 (1981)."
1197273,https://zbmath.org/?q=an%3A03907197,5,false,false,"M. Edelstein, J. London Math. Soc.,37, No. 1, 74-79 (1962)."
1639521,https://zbmath.org/?q=an%3A03907217,9,false,false,"Hildebrandt, S.; M. Meier: On variational problems with obstacles and integral constraints for vector-valued functions. Manuscr. Math.28, 185-206 (1979)"
1639522,https://zbmath.org/?q=an%3A03907217,10,false,false,"Hildebrandt, S.; H.C. Wente: Variational problems with obstacles and a colume constraint. Math. Z.135, 55-68 (1973)"
7370141,https://zbmath.org/?q=an%3A06160143,15,false,false,"Az-Zo'bi, E. A.; Al-Khaled, K.: A new convergence proof of the Adomian decomposition method for a mixed hyperbolic elliptic system of conservation laws, Appl math comput 217, 4248-4256 (2010)"
9141552,https://zbmath.org/?q=an%3A03083656,1,false,false,"E. Landau: Darstellung und Begriindung einiger neuerer Ergebnisse der Funktionentheorie, Berlin (1929)."
15546439,https://zbmath.org/?q=an%3A01410494,42,false,false,"Humphreys, J. E.: Reflection groups and Coxeter groups. (1990)"
33106314,https://zbmath.org/?q=an%3A07015561,18,false,false,"Sun, Z.; Yu, J.; Wang, P.; Xu, L.; Wu, C., Quantum Inf. Process., 14, 2125, (2015)"
5257420,https://zbmath.org/?q=an%3A06012377,30,false,false,"Mansuy R., Yor M. (2006) Lecture Notes in Mathematics 1873. Springer, Berlin Heidelberg New York"
15240442,https://zbmath.org/?q=an%3A05161269,3,false,false,"Tsang, K. Y.; Mirillo, R. E.; Strogatz, S. H.; Weisenfeld, K.: Dynamics of globally coupled oscillator array. Physica D 48, 102 (1991)"
15536887,https://zbmath.org/?q=an%3A01598142,91,false,false,"Suzuki, J.: Quantum Jacobi--trudi formula and E8 structure in the Ising model in a field"
1641653,https://zbmath.org/?q=an%3A03973254,1,false,false,"Abu-Muhanna, Y., MacGregor, T.H.: Extreme points of families of analytic functions subordinate to convex mappings. Math. Z.176, 511-519 (1981)"
778901,https://zbmath.org/?q=an%3A04146945,5,false,false,"A. Ya. Dubovitskii and A. A. Milyutin, ?Extremum problems in the presence of constraints,? Zh. Vychisl. Mat. Mat. Fiz.,5, No. 3, 395-453 (1965)."
778902,https://zbmath.org/?q=an%3A04146945,6,false,false,"L. W. Neustadt, ?An abstract variational theory with applications to a broad class of optimization problems,? SIAM J. Control,4, 505-527 (1966)."
778903,https://zbmath.org/?q=an%3A04146945,7,false,false,"R. V. Gamkrelidze and G. L. Kharatishvili, ?First-order necessary conditions,? International Congress of Mathematicians in Nice, Nauka, Moscow (1972), pp. 63-71."
778904,https://zbmath.org/?q=an%3A04146945,8,false,false,"E. S. Levitan, A. A. Milyutin, and N. P. Osmolovskii, ?Higher-order local minimum conditions in problems with constraints,? Usp. Mat. Nauk,33, No. 6, 85-148 (1978)."
778905,https://zbmath.org/?q=an%3A04146945,9,false,false,"A. A. Milyutin, ?Quadratic extremum conditions in smooth problems with finite image,? in: Methods of the Theory of Extremal Problems in Economics [in Russian], Nauka, Moscow (1981), pp. 138-177."
7375829,https://zbmath.org/?q=an%3A06118766,20,false,false,"Feng, X.: Strong solutions to a nonlinear parabolic system modeling compressible miscible displacement in porous media, Nonlinear anal. 23, No. 12, 1515-1531 (1994)"
6313924,https://zbmath.org/?q=an%3A05986544,18,false,false,"Orlik, P.: Smooth homotopy Lens spaces, Michigan math. J. 16, 245-255 (1969)"
778907,https://zbmath.org/?q=an%3A04146945,11,false,false,"A. A. Tret'yakov, ?p-th order necessary and sufficient conditions,? Zh. Vychisl. Mat. Mat. Fiz.,24, No. 2, 203-209 (1984)."
6313925,https://zbmath.org/?q=an%3A05986544,19,false,false,"Schwarz, A. S.: The genus of a fiber space, Amer. math. Soc. transl. 55, No. 2, 49-140 (1966)"
5453018,https://zbmath.org/?q=an%3A06191659,18,false,false,"Hyers, D. H.: On the stability of the linear functional equation, Proc. nat. Acad. sci. 27, 222-224 (1941)"
2007554,https://zbmath.org/?q=an%3A04146990,8,false,false,"KargerA.: Geometry of the motion of robot manipulators,Manuscripta Math. 62 (1988), 115-126."
2036446,https://zbmath.org/?q=an%3A05047688,17,false,false,Lange O (1936--1937) On the economic theory of socialism. Rev Econ Stud 4
7099705,https://zbmath.org/?q=an%3A05842696,16,false,false,"Papachristos, S.; Skouri, K.: An optimal replenishment policy for deteriorating items with time-varying demand and partial-exponential type-backlogging, Operations research letters 27, 175-184 (2000)"
20267266,https://zbmath.org/?q=an%3A00022074,151,false,false,"I. S. Malyutin, ?Stability of vibrations of a cylindrical shell discretely reinforced by a polyregular system of ribs,? in: Transactions of the 10th All-Union Conference on the Theory of Shells and Plates, Kutaisi, 1975, Vol. 1, Metsniereba, Tbilisi (1975), pp. 671?679."
7098942,https://zbmath.org/?q=an%3A06066827,22,false,false,"Nahm, A. Y.; Vonderembse, M. A.; Rao, S. S.; Ragu-Nathanb, T. S.: Time-based manufacturing improves business performance - results from a survey, International journal of production economics 101, 213-229 (2006)"
10088666,https://zbmath.org/?q=an%3A06409596,7,false,false,"Cahen, P. -J.; Chabert, J. -L.: Integer-valued polynomials, Amer. math. Soc. surv. Monogr. providence 48 (1997)"
7107221,https://zbmath.org/?q=an%3A06066792,13,false,false,"Costa, C. A. Bana E.; Oliveira, R. C.: Assigning priorities for maintenance, repair and refurbishment in managing a municipal housing stock, European journal of operational research 138, 380-391 (2002)"
5412364,https://zbmath.org/?q=an%3A06054808,26,false,false,"Marchal, J. M.; Crochet, M. J.: A new mixed finite element method for calculating viscoelastic flow, J non-newt fluid mech 26, 77-114 (1987)"
7384796,https://zbmath.org/?q=an%3A06036963,3,false,false,"Oberguggenberger, M.; Pittschmann, S.: Differential equations with fuzzy parameters, Math. modelling syst. 5, 181-202 (1999)"
9749043,https://zbmath.org/?q=an%3A06383568,35,false,false,"Puri, P.: Plane waves in thermoelasticity and magnetothermoelasticity, Internat. J. Engrg. sci. 10, 467-477 (1972)"
3860893,https://zbmath.org/?q=an%3A05633126,12,false,false,"Bierbrauer J.: Large caps. J. Geom. 76, 16--51 (2003)"
33121620,https://zbmath.org/?q=an%3A07016190,75,false,false,"Wang, D. Q.; Ding, R.; Dong, X. Z., Iterative parameter estimation for a class of multivariable systems based on the hierarchical identification principle and the gradient search, Circuits, Systems and Signal Processing, 31, 6, 2167-2177, (2012)"
15248495,https://zbmath.org/?q=an%3A03716332,2,false,false,"Buekenhout, F.: Ensembles quadratiques des espaces projectifs. Math. Z. 110, 306-318 (1969)"
5427194,https://zbmath.org/?q=an%3A05580397,18,false,false,"Arikoglu, A.; Ozkol, I.: Solution of difference equations by using differential transform method, Appl. math. Comput. 174, 1216-1228 (2006)"
3860904,https://zbmath.org/?q=an%3A05633126,23,false,false,"Davydov A.A., Marcugini S., Pambianco F.: Complete caps in projective spaces PG(n, q). J. Geom. 80, 23--30 (2004)"
7396848,https://zbmath.org/?q=an%3A05553616,12,false,false,"Kadlec, J.: The regularity of the solution of the Poisson problem in a domain whose boundary is similar to that of a convex domain, (Russian) czechoslovak math. J. 14, No. 89, 386-393 (1964)"
7119571,https://zbmath.org/?q=an%3A05571491,13,false,false,"Serafini, P.: Some considerations about computational complexity for multiobjective combinatorial problems, Lnems 294, 222-232 (1986)"
